word,care_p,fairness_p,loyalty_p,authority_p,sanctity_p,care_sent,fairness_sent,loyalty_sent,authority_sent,sanctity_sent
sentence,0.108108108,0.160714286,0.047619048,0.095238095,0.054347826,-0.4553375,-0.162616667,0.1189,-0.2785625,-0.0691
criminal,0.103773585,0.204878049,0.133333333,0.097744361,0.115183246,-0.455172727,-0.422552381,-0.394182143,-0.453076923,-0.449354545
atrocities,0.428571429,0.041666667,0.136363636,0.19047619,0.315789474,-0.454666667,0.1027,-0.4146,-0.428775,-0.06275
mass,0.177419355,0.1,0.084745763,0.087591241,0.099009901,-0.454181818,-0.5946,-0.30329,-0.338733333,-0.1739
survey,0.017391304,0,0.080808081,0.03,0.014705882,-0.45405,0,-0.4396375,-0.724166667,-0.4215
bombed,0.3125,0.315789474,0.16,0.333333333,0.117647059,-0.45334,-0.08595,-0.485025,-0.1094125,0
cause,0.140127389,0.171974522,0.101796407,0.079365079,0.125,-0.453022727,-0.275351852,-0.322647059,-0.34424,-0.32202
stop,0.199170124,0.158490566,0.159836066,0.190909091,0.143518519,-0.45246875,-0.384447619,-0.299966667,-0.352454762,-0.343622581
warned,0.140939597,0.118421053,0.1,0.122137405,0.050847458,-0.452404762,-0.549205556,-0.354415385,-0.49560625,-0.401783333
worry,0.102941176,0.055555556,0.064516129,0.075757576,0.065789474,-0.4524,-0.303275,0.01055,-0.5023,-0.38978
offices,0.090909091,0.040816327,0.14516129,0.14,0.021276596,-0.451266667,-0.41355,-0.068944444,-0.045785714,-0.4767
tariffs,0.263157895,0.407407407,0.1,0.185185185,0.217391304,-0.45016,-0.249754545,-0.318,-0.44572,-0.37752
imprisonment,0.470588235,0.166666667,0.181818182,0,0.235294118,-0.450025,-0.3178,-0.21255,0,-0.39225
contempt,0.2,0.230769231,0.125,0.368421053,0.3,-0.4499,-0.5859,-0.538066667,-0.5825,-0.66685
schemes,0.133333333,0.285714286,0.192307692,0,0.058823529,-0.44985,0,-0.11042,0,-0.8481
threatens,0.136363636,0.2,0.052631579,0.264705882,0.045454545,-0.449833333,-0.391433333,-0.3818,-0.524755556,0.0516
declared,0.098901099,0.114583333,0.109489051,0.129032258,0.05952381,-0.449144444,0.0011,-0.067193333,0.054566667,-0.10846
sheriff,0.051724138,0.014492754,0.120300752,0.043956044,0.066666667,-0.449016667,-0.8591,-0.06356875,-0.074,-0.43566
misogyny,0.222222222,0.368421053,0.235294118,0.25,0.304347826,-0.4481,-0.384971429,-0.16215,-0.239466667,-0.5587
failing,0.150943396,0.215384615,0.224489796,0.232142857,0.152542373,-0.44755,-0.561671429,-0.400790909,-0.5084,-0.332288889
witnessed,0.15625,0.096774194,0.043478261,0.041666667,0.1,-0.44658,-0.2428,0,-0.8625,-0.0772
sick,0.162162162,0.129032258,0.117647059,0.117647059,0.153846154,-0.446566667,-0.398275,-0.1645,-0.385225,-0.421225
car,0.256944444,0.05785124,0.130136986,0.142857143,0.091603053,-0.446389189,-0.236071429,-0.290352632,-0.3979,-0.302483333
estimated,0.087719298,0.067164179,0.041322314,0.025,0.04494382,-0.44633,-0.375277778,-0.02934,0,-0.270775
connected,0.051724138,0.175,0.06557377,0.05,0.085106383,-0.446033333,-0.440985714,-0.155775,0.2366,-0.293875
extremely,0.14,0.105263158,0.080645161,0.107142857,0.161290323,-0.4459,-0.430083333,0.03894,-0.082466667,0.04983
count,0.102564103,0.108108108,0.020833333,0.090909091,0.035714286,-0.443375,-0.0020625,-0.2732,-0.26765,-0.2732
respond,0.064516129,0.094202899,0.076923077,0.116666667,0.078431373,-0.4424875,-0.228092308,-0.4105,-0.212821429,-0.190375
persecution,0.5,0.238095238,0.103448276,0.130434783,0.08,-0.44155,0.17924,-0.024133333,0.1606,0.2552
mainly,0.066666667,0.054054054,0.306122449,0.078947368,0.058823529,-0.44095,0.09595,-0.36936,0.1317,0
orders,0.134831461,0.055555556,0.126760563,0.205479452,0.09375,-0.440566667,-0.544275,-0.141377778,-0.032286667,-0.243333333
submitted,0.047619048,0.076923077,0.117647059,0.138888889,0.035714286,-0.4404,0.09895,-0.32095,0,0
countrys,0.009345794,0,0.052238806,0.013793103,0.034722222,-0.4404,0,-0.3795,-0.2202,0.03306
loan,0.032258065,0.140350877,0.066666667,0.076923077,0,-0.4404,0.0313125,-0.095766667,-0.162133333,0
sweeping,0.027777778,0.125,0.048387097,0.19047619,0.095238095,-0.4404,0.174514286,0.4093,-0.080075,0.185475
gunman,0.357142857,0.233333333,0.161290323,0.157894737,0.3125,-0.43996,-0.503842857,-0.16514,-0.703233333,-0.41622
simple,0.08045977,0.145833333,0.072289157,0.113924051,0.023255814,-0.4398,-0.009114286,-0.117083333,-0.3861,-0.41135
vast,0.1125,0.067567568,0.13253012,0.069444444,0.044117647,-0.439788889,-0.0709,-0.004872727,-0.31196,0.007
ship,0.092307692,0.056338028,0.039215686,0.055555556,0.032258065,-0.437483333,-0.344325,0.0276,-0.566666667,-0.3612
packed,0.176470588,0.033333333,0.1,0.25,0.041666667,-0.437466667,-0.6705,0.399433333,-0.172316667,-0.4939
lost,0.119402985,0.113074205,0.088122605,0.083623693,0.103305785,-0.436403125,-0.291709375,-0.220595652,-0.280620833,-0.283612
unnecessary,0.105263158,0.294117647,0.076923077,0,0.076923077,-0.4363,-0.06504,-0.4939,0,0
posed,0.176470588,0.035714286,0.064516129,0.108108108,0,-0.436,-0.5267,-0.54205,-0.458925,0
convicted,0.147540984,0.192307692,0.134615385,0.130952381,0.150684932,-0.435877778,-0.500546667,-0.7533,-0.4412,-0.396072727
carry,0.144736842,0.139534884,0.166666667,0.173076923,0.116883117,-0.434781818,0.060625,-0.26096,-0.186455556,-0.0194
apparent,0.073170732,0.109090909,0.089285714,0.132075472,0.117647059,-0.4343,-0.013566667,-0.28818,-0.017828571,-0.3572
struggling,0.3,0.108695652,0.050847458,0.06779661,0.092592593,-0.434026667,-0.51888,0.271866667,-0.546575,-0.58076
carried,0.081081081,0.08,0.073394495,0.122222222,0.091954023,-0.434022222,-0.154525,-0.0212625,-0.377645455,-0.2017
estimate,0.157894737,0.060606061,0.023809524,0,0.08,-0.4335,-0.252975,-0.2732,0,-0.14535
denounced,0.236842105,0.236842105,0.254901961,0.466666667,0.15625,-0.432822222,-0.349222222,-0.000138462,-0.354314286,-0.35934
administrations,0.074074074,0.025210084,0.05,0.04950495,0.034883721,-0.431833333,-0.082966667,-0.22736,-0.10272,-0.359733333
gangs,0.291666667,0.2,0.208333333,0.052631579,0.16,-0.430557143,-0.27845,-0.05394,0,-0.614225
condemning,0.1,0.086956522,0.138888889,0.263157895,0.125,-0.4303,-0.29295,-0.0481,0,0.075433333
removing,0.142857143,0.222222222,0.206896552,0.130434783,0.153846154,-0.4298,-0.390283333,0.333116667,0.1484,-0.046675
fighters,0.142857143,0.056701031,0.141414141,0.210526316,0.066666667,-0.429546429,-0.297527273,-0.217753571,-0.287066667,-0.41555
virus,0.173913043,0.15,0.058823529,0.04,0.25,-0.42855,-0.302366667,-0.5423,-0.34,-0.32918
sparked,0.16,0.130434783,0.151515152,0.034482759,0,-0.423825,-0.727433333,-0.15264,-0.5267,0
declaring,0.192307692,0.178571429,0.121212121,0.1,0.19047619,-0.42332,-0.35824,-0.539625,-0.35015,-0.10285
dictator,0.2,0.192307692,0.19047619,0.166666667,0.0625,-0.423266667,-0.27884,0.1573,0.5049,0.25
debt,0.06185567,0.070707071,0.052083333,0.065789474,0.064516129,-0.423266667,-0.142342857,-0.08808,-0.31892,-0.386775
jihadists,0.162790698,0.127272727,0.192307692,0.161290323,0.1,-0.423,-0.1699,-0.15096,-0.28274,-0.115216667
road,0.102040816,0.043478261,0.074074074,0.078740157,0.077669903,-0.422613333,-0.241666667,-0.1158,-0.43431,-0.28225
walking,0.059701493,0.035087719,0.078125,0.037037037,0.111111111,-0.422075,-0.0098,-0.29066,0.2202,0.038875
blog,0.128205128,0.028571429,0.025641026,0.044444444,0.108108108,-0.42158,0,0,-0.7845,-0.05435
engagement,0.045454545,0.189189189,0.064516129,0.057142857,0.125,-0.4215,0.4361,0.5748,0.2664,0.6697
resident,0.022222222,0.102040816,0.06557377,0.026315789,0.025641026,-0.4215,0.12118,0.085,0.128,0
factions,0.090909091,0.107142857,0.181818182,0.2,0.068965517,-0.421175,-0.041766667,-0.284366667,0.34985,0.1886
exposed,0.235294118,0.066666667,0.111111111,0.11627907,0.232142857,-0.420925,-0.506966667,-0.3679,-0.44484,-0.315315385
attempting,0.290322581,0.25,0.222222222,0.275,0.162790698,-0.419944444,-0.36878,-0.0943,-0.236354545,-0.339871429
strike,0.215686275,0.094339623,0.093023256,0.148148148,0.161290323,-0.419654545,-0.18098,-0.18765,-0.3838,-0.44119
twice,0.053571429,0.081967213,0.080645161,0.145454545,0.121212121,-0.417866667,-0.10718,-0.16822,-0.3209375,-0.2178625
opinion,0.037735849,0.047244094,0.052238806,0.124137931,0.011363636,-0.417775,0.1682,-0.066742857,-0.043,-0.5719
grabbed,0.333333333,0.047619048,0,0.321428571,0.105263158,-0.41755,-0.6597,0,-0.462811111,0
fruit,0.074074074,0.0625,0.181818182,0.028571429,0.333333333,-0.41695,0,-0.097525,0,-0.3037875
deny,0.266666667,0.285714286,0.12195122,0.173913043,0.11627907,-0.4165,-0.297,-0.27958,-0.344075,-0.2185
actions,0.106666667,0.157142857,0.12244898,0.146892655,0.074829932,-0.4154125,0.015727273,0.021305556,-0.049011538,-0.233818182
ended,0.131578947,0.119047619,0.069306931,0.098901099,0.139534884,-0.41531,0.08349,-0.282414286,0.0184,0.062383333
types,0.071428571,0.078431373,0.042553191,0.153846154,0.063829787,-0.4151,-0.56315,-0.18015,-0.0937,-0.478333333
modern,0.06557377,0.04109589,0.111111111,0.102272727,0.084745763,-0.415,0.226933333,0.037842857,0.134133333,0.23982
parts,0.064285714,0.041958042,0.050955414,0.054794521,0.051470588,-0.414988889,0.035066667,0.0235,-0.204875,-0.125985714
civilians,0.324324324,0.163793103,0.137651822,0.152466368,0.173913043,-0.414573611,-0.347842105,-0.346055882,-0.454741176,-0.42965
negotiating,0.105263158,0.128205128,0.129032258,0.1,0.032258065,-0.4144,-0.11102,-0.113975,-0.042933333,0
tensions,0.115384615,0.016949153,0.061538462,0.125,0,-0.414233333,-0.4019,-0.3397,-0.5654375,0
soldiers,0.192546584,0.103896104,0.156716418,0.170886076,0.163793103,-0.414006452,-0.41061875,-0.211809524,-0.324318519,-0.191552632
failed,0.130208333,0.137931034,0.141304348,0.16,0.083333333,-0.413772,-0.414095833,-0.448573077,-0.563359375,-0.43025
sees,0.076923077,0.0625,0.028985507,0.230769231,0.054545455,-0.41368,-0.32865,0.21165,-0.23194,0
argument,0.038461538,0.043478261,0.111111111,0.088888889,0.042857143,-0.4129,-0.6318,-0.383477778,-0.1776,-0.339466667
problems,0.216494845,0.105,0.10106383,0.086021505,0.113861386,-0.41235,-0.308152381,-0.420026316,-0.50405,-0.404195652
hiding,0.185185185,0.060606061,0.147058824,0.086956522,0.0625,-0.41214,-0.1479,-0.41948,-0.7275,-0.24425
poor,0.225225225,0.221428571,0.086614173,0.127659574,0.123966942,-0.411808,-0.529119355,-0.610645455,-0.646961111,-0.435273333
depends,0.2,0.095238095,0.11627907,0.069767442,0.083333333,-0.411633333,0.34525,0.45026,0.034233333,0.05135
impose,0.321428571,0.362637363,0.113402062,0.22972973,0.125,-0.411238889,-0.339148485,-0.408272727,-0.526976471,-0.0973
pressure,0.095238095,0.103658537,0.136986301,0.188405797,0.104347826,-0.411166667,-0.359941176,-0.09297,-0.355957692,-0.070558333
function,0.107142857,0.115384615,0.052631579,0.148148148,0.217391304,-0.411,0.141333333,0,0.074,-0.31338
lesbian,0.272727273,0.388888889,0.136363636,0.148148148,0,-0.411,-0.190628571,-0.276266667,-0.7717,0
fact,0.053846154,0.07826087,0.054140127,0.052795031,0.077464789,-0.409607143,0.017781481,0.3152,-0.019776471,0.124631818
hair,0.133333333,0.102564103,0,0.027027027,0.130434783,-0.4091,0.180575,0,0,-0.077733333
races,0.117647059,0.162162162,0.105263158,0.068965517,0.050847458,-0.4087,-0.299733333,0.0080375,-0.040225,0.348866667
drove,0.087719298,0.071428571,0.095238095,0.139534884,0.090909091,-0.40858,0.041333333,-0.1941,0.0429,-0.46775
realized,0.146341463,0.057142857,0.065217391,0.020833333,0.106382979,-0.408316667,-0.23835,-0.180766667,-0.5267,-0.1118
aspects,0.068965517,0.192307692,0.105263158,0,0.03030303,-0.40775,0.20774,0.37345,0,0.4404
denied,0.139534884,0.19379845,0.1328125,0.095238095,0.097014925,-0.407177778,-0.49616,-0.369411765,-0.364085714,-0.310953846
painful,0.113636364,0.125,0,0.058823529,0.0625,-0.40696,-0.553033333,0,-0.4404,-0.4404
risks,0.121621622,0.119047619,0.068965517,0.112676056,0.113924051,-0.405233333,-0.21518,-0.1712,-0.051225,-0.351122222
videos,0.235294118,0.025641026,0.16,0.25,0.117647059,-0.40515,-0.8442,0.085,-0.082514286,-0.5291
traffic,0.08974359,0.032258065,0.133333333,0.103773585,0.052238806,-0.404985714,-0.151875,-0.105325,-0.118709091,-0.307457143
eastern,0.062761506,0.028436019,0.0703125,0.072340426,0.053921569,-0.40494,-0.468833333,-0.092111111,-0.021017647,-0.165090909
defendants,0.307692308,0.183333333,0.160714286,0.16,0.096153846,-0.404675,0.094363636,-0.056855556,-0.360008333,-0.6523
toxic,0.285714286,0.0625,0.022727273,0.043478261,0.163461538,-0.40415,0.3612,0,0.37895,0.024741176
readers,0.111111111,0.147058824,0.085714286,0.071428571,0.038461538,-0.403933333,0.0831,-0.0238,-0.38865,0.1531
funded,0.064516129,0.153846154,0.105263158,0.128205128,0.105263158,-0.4037,-0.006783333,0.0347,0.068,-0.133525
explained,0.021978022,0.014084507,0.047619048,0.028301887,0.040540541,-0.4037,0.3612,0.06766,0.077566667,-0.1367
language,0.089108911,0.096774194,0.133333333,0.03125,0.113924051,-0.402366667,0.047744444,-0.02801875,0.420433333,-0.349511111
ideological,0.090909091,0.105263158,0.142857143,0.133333333,0.074074074,-0.4019,-0.63935,-0.029816667,0.102575,-0.08855
foundations,0.071428571,0.24,0.047619048,0.045454545,0.0625,-0.4019,0.224333333,0.128,0.0258,0
trouble,0.055555556,0.037735849,0.068181818,0.083333333,0.1,-0.4019,-0.0132,-0.240233333,-0.763583333,-0.436214286
reject,0.054054054,0.130434783,0.170731707,0.093023256,0.03125,-0.4019,-0.448366667,-0.290442857,-0.538125,-0.886
objects,0.083333333,0.238095238,0,0.25,0.45,-0.4019,-0.39512,0,-0.1204,0.008688889
fought,0.141176471,0.031746032,0.183098592,0.183908046,0.101449275,-0.401833333,-0.39745,-0.477761538,-0.51938125,-0.507042857
southern,0.072727273,0.022727273,0.030769231,0.064935065,0.034782609,-0.4015125,-0.074966667,-0.331625,-0.09341,-0.21555
doubt,0.04,0.092592593,0.112359551,0.074766355,0.105263158,-0.4012,-0.41107,-0.18651,-0.3119625,-0.27705
prosecutors,0.051094891,0.173913043,0.042016807,0.130081301,0.111111111,-0.400728571,-0.14426,-0.34418,0.05783125,-0.104713333
stopped,0.138297872,0.13253012,0.072164948,0.15625,0.097222222,-0.399946154,-0.210163636,-0.341628571,-0.349213333,-0.346514286
main,0.0703125,0.076470588,0.049586777,0.118421053,0.051282051,-0.399022222,0.017923077,-0.060266667,0.051188889,0.064716667
conclusions,0.095238095,0.142857143,0.095238095,0.2,0,-0.39875,-0.329066667,0.11225,0.06028,0
locations,0.14,0.1,0.1,0.048780488,0.035714286,-0.3985,-0.460866667,-0.3196,0.1366,0
petition,0.042553191,0.081632653,0.085106383,0.127272727,0.066666667,-0.3982,-0.1727,0.0384,-0.097871429,0
theory,0.095238095,0.051282051,0.026315789,0.152173913,0.06122449,-0.398125,-0.26745,0.4215,-0.101071429,-0.570166667
humans,0.333333333,0.0625,0.1875,0.076923077,0.111111111,-0.397785714,-0.0258,0.4512,0.5106,-0.3953
agent,0.095238095,0.0375,0.097826087,0.180555556,0.033898305,-0.396883333,-0.2235,-0.125611111,0.092261538,0
hoses,0.272727273,0.153846154,0.125,0.333333333,0.25,-0.396733333,-0.48895,-0.11315,-0.288657143,-0.3661
controversial,0.044117647,0.09375,0.098039216,0.081395349,0.119402985,-0.396133333,-0.207544444,-0.30887,-0.132857143,-0.351425
surge,0.066666667,0.128205128,0.0625,0.0625,0.078947368,-0.3953,-0.41908,-0.4615,-0.5368,-0.2828
host,0.050847458,0.054545455,0.079365079,0.016393443,0.033333333,-0.3941,0.286366667,0.06932,0.5267,0.1909
forcefully,0.227272727,0.222222222,0.222222222,0.384615385,0.117647059,-0.3932,-0.2265,-0.171016667,-0.20773,-0.4906
sniper,0.185185185,0,0.133333333,0.066666667,0.08,-0.39306,0,-0.1322,-0.8807,-0.2362
incident,0.076923077,0.082352941,0.043478261,0.031746032,0.039215686,-0.392883333,-0.083442857,0.1405,-0.31245,0.08205
scene,0.112903226,0.085714286,0.061538462,0.032258065,0.045454545,-0.392328571,-0.577216667,-0.447675,0,0
marine,0.029850746,0.011764706,0.043859649,0.009433962,0,-0.39225,-0.0258,-0.13246,0,0
ritual,0.125,0,0,0.416666667,0.315789474,-0.39225,0,0,-0.05,0.2814
girl,0.102272727,0.069767442,0.079365079,0.056338028,0.118644068,-0.391511111,0.166733333,-0.33202,-0.06895,0.0162
screening,0.227272727,0.076923077,0,0.058823529,0.166666667,-0.39126,-0.25,0,0,0.497733333
societies,0.235294118,0.045454545,0.095238095,0.208333333,0.047619048,-0.39075,-0.5106,-0.4015,-0.19068,-0.5106
caused,0.261363636,0.114583333,0.136363636,0.155963303,0.12987013,-0.390621739,-0.671690909,-0.340541667,-0.335429412,-0.49489
victims,0.241935484,0.271356784,0.089285714,0.08974359,0.134883721,-0.390225,-0.472966667,-0.46621,-0.543595238,-0.554117241
site,0.125874126,0.070921986,0.057142857,0.090909091,0.058823529,-0.390138889,-0.18521,-0.0152875,-0.174969231,-0.3371625
deadly,0.226190476,0.101265823,0.103448276,0.076923077,0.081967213,-0.390078947,-0.3098125,-0.539566667,-0.485166667,-0.1952
argue,0.066666667,0.087719298,0.1,0.06122449,0.057142857,-0.389833333,-0.20928,-0.2384,-0.378633333,-0.3609
mention,0.090909091,0.086956522,0.045454545,0.045454545,0.035714286,-0.389066667,-0.2657,-0.067433333,-0.5061,0
started,0.07253886,0.052980132,0.066666667,0.091397849,0.051546392,-0.388921429,-0.5169375,-0.008128571,-0.169164706,-0.27451
contained,0.111111111,0,0.043478261,0.166666667,0.142857143,-0.388866667,0,-0.1027,-0.06402,-0.34735
inherent,0.294117647,0.047619048,0.047619048,0.043478261,0.068965517,-0.38854,-0.7906,-0.3818,-0.5267,-0.22135
afford,0.086956522,0.113636364,0.096153846,0.085106383,0.083333333,-0.388375,0.15276,-0.15386,0,0.075433333
consistently,0.12,0.12,0.172413793,0.235294118,0.173913043,-0.3881,-0.484266667,-0.18082,-0.223775,-0.389675
lose,0.140495868,0.158333333,0.111111111,0.099099099,0.131868132,-0.388017647,-0.1961,-0.442415385,-0.213563636,-0.13265
separate,0.117021277,0.103896104,0.053097345,0.147727273,0.063157895,-0.387363636,-0.0551625,-0.037566667,-0.039830769,-0.5589
female,0.11827957,0.06779661,0.061946903,0.147058824,0.116504854,-0.387263636,-0.041575,-0.204742857,0.057333333,0.252458333
widely,0.135416667,0.106796117,0.072072072,0.196261682,0.178947368,-0.3872,-0.338072727,0.0815125,-0.045466667,-0.218188235
detainees,0.2,0.086956522,0.205882353,0.111111111,0.0625,-0.38716,0.0995,-0.3683,-0.2294,0.4404
floor,0.109589041,0.058823529,0.014705882,0.066666667,0.02173913,-0.3869125,-0.23185,0,-0.11025,-0.296
risk,0.186956522,0.136531365,0.119341564,0.085185185,0.11637931,-0.386906977,-0.347767568,-0.289306897,-0.276956522,-0.531977778
deaths,0.304878049,0.139534884,0.125,0.12345679,0.06185567,-0.386348,-0.433575,-0.023622222,-0.28695,0.057933333
seemingly,0.171428571,0.090909091,0.105263158,0.14,0.103448276,-0.384933333,-0.14825,0.3803,-0.122528571,-0.0593
delay,0.1875,0.103448276,0.098360656,0.08,0.033333333,-0.384311111,-0.365066667,-0.402333333,-0.403575,-0.45205
results,0.055214724,0.130208333,0.113475177,0.107594937,0.098214286,-0.383488889,0.054248,-0.06393125,0.163288235,-0.132781818
requests,0.095238095,0.107692308,0.057692308,0.109375,0,-0.382875,0.127714286,0.075433333,-0.086657143,0
provincial,0.088235294,0,0.066666667,0.193548387,0,-0.3818,0,-0.26335,-0.1038,0
publishing,0.034482759,0.162162162,0,0.142857143,0.037037037,-0.3818,-0.223666667,0,-0.24806,0
challenged,0.04,0.142857143,0.133333333,0.256410256,0.037037037,-0.3818,0.03994,0.240916667,-0.08591,-0.1027
dump,0.058823529,0.227272727,0.166666667,0.157894737,0.0625,-0.3818,0.16954,-0.337866667,0.099333333,-0.6486
defeating,0.047619048,0.041666667,0.130434783,0.037037037,0.233333333,-0.3818,0.0772,-0.357,-0.6486,-0.081171429
wounds,0.25,0.103448276,0.055555556,0.047619048,0.2,-0.3817,-0.354466667,-0.5859,-0.7003,-0.402
reported,0.052493438,0.053789731,0.027459954,0.060827251,0.050595238,-0.38143,-0.264027273,-0.410016667,-0.174524,-0.261929412
deliberate,0.363636364,0.318181818,0.105263158,0.117647059,0.307692308,-0.3814,-0.246928571,-0.1591,-0.29875,-0.691525
afraid,0.1625,0.055555556,0.154929577,0.166666667,0.129032258,-0.380369231,-0.147925,-0.062109091,-0.137577778,-0.1705125
saw,0.076923077,0.059782609,0.091346154,0.046391753,0.089820359,-0.38024,-0.242990909,-0.048757895,0.124744444,-0.178006667
crossing,0.157894737,0.064516129,0.058823529,0.130434783,0.095238095,-0.379933333,-0.3454,-0.2937,-0.034066667,0.198625
repeatedly,0.127272727,0.142857143,0.20610687,0.110091743,0.173076923,-0.37965,-0.167527778,-0.1306,-0.123908333,-0.254327778
belief,0.094339623,0.137254902,0.150943396,0.070175439,0.153846154,-0.37962,-0.302571429,-0.0046875,0.10075,0.10457
organized,0.208333333,0.183673469,0.314285714,0.113207547,0.096153846,-0.37928,-0.278955556,-0.088645455,0.108366667,-0.35376
facility,0.086206897,0.135135135,0.055555556,0.108695652,0.125,-0.37868,-0.17373,0,-0.2951,-0.189081818
interfere,0.36,0.315789474,0.184210526,0.428571429,0.192307692,-0.378433333,0.10135,-0.103842857,-0.011616667,-0.39664
obtain,0.114285714,0.181818182,0.107142857,0.102040816,0.028571429,-0.37835,0.047583333,-0.1358,-0.11672,0
invited,0.16,0.111111111,0.085714286,0.043478261,0.096153846,-0.3783375,0.1513,0.426866667,0.2294,0.48878
civilian,0.3,0.126213592,0.099009901,0.157024793,0.1,-0.377436364,-0.355669231,-0.2592,-0.248357895,-0.062033333
engaging,0.357142857,0.236842105,0.057142857,0.205128205,0.210526316,-0.37703,-0.0585,0.34,0.0506375,-0.1054
flee,0.24,0.166666667,0.176470588,0.258064516,0.152173913,-0.375433333,-0.496966667,-0.378783333,-0.3271375,-0.202385714
animals,0.25,0.181818182,0.15,0.086956522,0.2,-0.3754,-0.288775,-0.569,0,-0.26815
capture,0.060606061,0.05,0.162790698,0.041666667,0.03125,-0.37495,-0.4767,-0.086985714,0.4215,-0.5859
clashes,0.176470588,0.043478261,0.1875,0.173913043,0.115384615,-0.374666667,0.3182,-0.624033333,-0.095525,-0.324666667
contributed,0.054945055,0.066666667,0.029411765,0.033333333,0,-0.37326,-0.295157143,0.133966667,-0.4718,0
led,0.113744076,0.100529101,0.10483871,0.173913043,0.055276382,-0.372129167,-0.253652632,-0.00445,-0.120815,-0.218609091
traveling,0.263157895,0.277777778,0.1,0,0.157894737,-0.36836,0.19564,0.148,0,0.071266667
tribal,0.160714286,0.126984127,0.15942029,0.148148148,0.129032258,-0.368066667,0.079575,-0.029127273,-0.3082875,-0.0620125
protesters,0.256637168,0.124260355,0.217391304,0.294478528,0.076923077,-0.367948276,-0.347195238,-0.1746,-0.318735417,-0.28837
shooting,0.234234234,0.064516129,0.102564103,0.096153846,0.108108108,-0.367830769,-0.277,-0.3889,-0.39988,-0.3371
absurd,0.2,0.166666667,0.176470588,0.117647059,0,-0.36644,-0.123333333,-0.1056,-0.39745,0
saying,0.061538462,0.098701299,0.077333333,0.094660194,0.070987654,-0.365633333,-0.210202632,-0.057472414,0.054133333,-0.141808696
disease,0.120689655,0.07079646,0.055555556,0.021505376,0.154761905,-0.365585714,-0.0839375,-0.09594,-0.13955,-0.392776923
lack,0.129943503,0.130718954,0.133757962,0.136363636,0.05785124,-0.365547826,-0.297825,-0.37742381,-0.304642857,-0.336028571
drugs,0.202531646,0.147727273,0.081967213,0.08,0.276315789,-0.3645625,0.005223077,-0.39766,-0.419266667,-0.487785714
snipers,0.147058824,0.1875,0.111111111,0.136363636,0.157894737,-0.36344,-0.476133333,-0.257733333,-0.699633333,-0.541666667
past,0.0591133,0.070247934,0.068376068,0.068027211,0.056372549,-0.362908333,-0.142820588,-0.194771875,-0.158863333,-0.138904348
displaced,0.363636364,0.175438596,0.06122449,0.107142857,0.081081081,-0.361825,-0.06521,-0.329566667,-0.309133333,-0.329566667
claimed,0.232258065,0.137681159,0.152439024,0.118881119,0.140625,-0.361244444,-0.210478947,-0.184784,-0.450970588,0.031655556
pause,0.047619048,0,0.04,0.2,0,-0.3612,0,0,-0.325666667,0
doors,0.0625,0.103448276,0.074074074,0.155555556,0.212121212,-0.3612,-0.163066667,-0.1366,0.107885714,0.072214286
regulation,0.02,0.098360656,0.051724138,0.072727273,0.037037037,-0.3612,-0.0602,-0.093033333,0.042625,0.4939
diverse,0.014492754,0.072463768,0.158730159,0.102941176,0.095890411,-0.3612,0.2673,0.0339,0.207142857,0.286157143
sale,0.08974359,0.111111111,0.09375,0.018181818,0.036363636,-0.360828571,-0.069928571,-0.282983333,-0.3818,-0.599
bias,0.095238095,0.151515152,0.275,0.142857143,0.125,-0.3606,-0.01708,-0.127681818,-0.1381,-0.411766667
associated,0.041237113,0.019417476,0.022727273,0.014851485,0.053763441,-0.360125,-0.177875,-0.4732,-0.0719,-0.29193
cells,0.130434783,0.036144578,0.020408163,0.102564103,0.068965517,-0.359483333,-0.0766,-0.6124,-0.386225,-0.68865
aligned,0.153846154,0,0.25,0.266666667,0.105263158,-0.3592,0,-0.112566667,-0.41825,0.3286
moral,0.101449275,0.154929577,0.135802469,0.216666667,0.192982456,-0.359042857,-0.110763636,-0.311972727,0.051984615,-0.126136364
acts,0.191176471,0.126760563,0.087719298,0.12,0.1875,-0.3582,-0.262977778,0.2496,0.054433333,-0.13414
knife,0.473684211,0.090909091,0.052631579,0.032258065,0.157894737,-0.357922222,-0.2202,0,-0.4404,-0.648633333
spent,0.098901099,0.106741573,0.119565217,0.100529101,0.065359477,-0.357016667,-0.252684211,-0.123890909,-0.225231579,-0.02348
drug,0.134328358,0.111650485,0.120689655,0.075,0.199052133,-0.356705556,-0.308952174,-0.537261905,-0.185933333,-0.335604762
interviewed,0.208333333,0,0,0.035714286,0.034482759,-0.35658,0,0,-0.296,-0.8625
mental,0.114285714,0.163934426,0.049180328,0.036363636,0.081395349,-0.35565,-0.32127,-0.1531,-0.1704,-0.521985714
cooperate,0.216216216,0.178571429,0.178571429,0.222222222,0.041666667,-0.3551125,-0.48216,-0.14494,-0.2436125,0.3612
coordinated,0.153846154,0.176470588,0.2,0.315789474,0.166666667,-0.354325,-0.264966667,-0.194075,-0.22625,-0.127266667
attempt,0.177777778,0.167785235,0.152046784,0.169230769,0.053691275,-0.353879167,-0.195828,-0.047253846,-0.206354545,-0.1222625
edge,0.057971014,0.016666667,0.019230769,0.133333333,0.083333333,-0.35355,-0.296,-0.4215,0.145416667,0.286175
